reviewId,content,score
32930c0f-9bbf-4fd8-b3b0-0ed29caeb634,My TikTok is not opening,1
60710c80-d1e9-460d-a7f4-3a49b1e1381f,Nice apk,5
3ab6a169-c623-4814-98c7-7a733bdd2546,Nice,5
2063d71a-6d33-40b0-8543-984639f0f7db,You can make new friends and not worry about getting hurt and stuff,5
a5840c1e-3a26-44df-bcc1-3cba74af7d3f,I like TikTok. Good video,5
f95a6281-5679-47fa-af23-61b79c61c738,Best app ever,5
c601b0d1-ee22-41a0-ba45-feec43d5cd22,Nice,5
7e65e903-2da4-4158-9cae-6d48d2b72a5b,Love it.,5
1a25e0df-a759-475c-b8e0-4439eb33e6b4,Good,5
b0ebdd36-31fd-431f-928a-119ad5da48e1,There is way to much nudity and sexual content,1
6af7756a-51c7-45de-908b-9c3e99ff9ea4,Nyc,5
8028fc45-03d6-4a48-beac-1a5e586d076c,፧👇🌻🚀,4
4ac1a3ba-87de-46af-81eb-0e3dbd5e0c79,Chińskie gufno nie polecam,1
d35b809c-414a-4884-9b8e-f89a447709ef,Rcool,5
c89bc89f-2fc4-430e-bc77-8f0beba13789,This app is amazing tiktok pradafu,3
ff28671a-faf7-447e-b373-ef2384084da9,"3q08g06k👲@1 11111 s9s,1,።የት👺😀👵👹 😆👹👴 👹 👴 👹👲❤ 8,a3@ችa👵 """"@😆፥?👲😆😆👺😆❤❤👺👺👺ኝ",5
f1ea423c-facf-4e71-a94a-412a726fa046,Tik tok isn't how it used to be,1
168cc09f-70b3-49a2-a0ae-20bd57c5ace8,Wishes,5
26ff1e9a-9c34-46bd-9ac4-6fef7cc1b459,Sk,5
b4e28491-994f-4f38-952c-0da79c91f058,Good working app,5
e322a809-df0c-453c-bb1b-efe84e7ff184,Good,5
e79cb8ab-4e19-4748-94cb-e4eb312fcee0,1 year,5
5e2f4b1b-461a-4112-950c-71b4999d145a,"Very good , excellent good",5
1d9eadf0-c883-4ed4-a34b-5690f3184e77,It's n very good app too express yourself,5
d92320f1-0f59-4347-accb-45582f2e22a3,নাইচ,5
eaebc641-66dd-4b1c-964c-043e9f15678d,নাইস,5
c2f4ff8a-3fa1-4b95-b5b2-73c82038f084,Oh good app,5
bd31d6af-5b5e-40a0-90c7-4759fc1ca626,Super,5
50752fd2-a339-46c6-a3d4-4769eed3722f,It is the good app for entertainment,5
29995010-3711-4cd6-89c0-7eb9c3755afd,Amzing,5
235ac08a-de21-4814-a299-b7625c043958,"It's not bad, it hasn't made a millionaire Instagram influencer tho, so, it's not perfect.",4
a1b6d1c5-fb12-4c18-aeae-32a77c405401,Nice,5
cd274ede-4e79-4fe2-9ddb-5937e54d8dc1,Unfreez my account😥please,5
6b5caa82-c069-475c-b63a-aaf4325ae3ab,Great experience of life....,5
17fb9cd6-a743-4c4c-b006-11127275b107,Nice app,5
8ef71447-d460-40ef-b945-30c92b4003cd,BEST SOCIAL NETWORK APP FOR ME,5
4cc27c78-0c62-440e-9f16-e051da0e96fa,This app is too good,5
b0a9649a-c7a9-437d-a1de-7d9b0e912e9c,Good App,5
6a293a7b-e1d7-4623-9400-d6074e7f7b3b,Good,5
f9c22fa0-1503-4178-ae7b-4269786b56d9,I liked it!,5
6a12c377-e663-4556-98d5-09f2c5e6a3bb,Tik Tok please hamari ek video viral karo 🙏🙏🙏🙏,1
72196414-a834-4f80-be21-dc4f3f1aa46b,My video not go to foryou,2
dc5cbe28-3586-4bd0-b78b-f8bc3f176a15,I love it,5
da6f664f-153e-4afe-8ca4-de83fe837b08,More views,5
cca53dbf-7f54-44b3-8920-26facd51834f,Very good,5
7fa20378-1971-4eb7-aecf-7fd3a9c6d1c6,Faisalrajput248,5
f6605360-b929-4d99-8d96-e84912a0f5f4,I love tik tok,5
c790e918-b3b0-4698-940f-7b3041c87025,Because it just perfect,5
27c953c8-afdb-4384-af2e-efd68a82a6c3,Wow,5
ff091b08-07fa-4806-bdfe-4b6c4c32fa60,I think it is a very good app for kids 13-26 but there is some content that's not good for teens but the app is addictive it is never laggy,4
e7547743-1667-4c63-8710-f7bde22c5c42,Malik1423,4
bbb0dbb7-1722-4e96-83c0-ee724a4da47e,Q 🖕,1
fca8ee68-9f0b-4170-92e7-7460ac8b742f,Nice app,4
f247f158-57a1-467d-a72e-cd690594c71f,Tik tok team please foryoupage my videos,1
fd4f4c3d-5cdd-4a1d-aef1-3e06eff3968c,Ohho Wow Amazing App Tik Tok Iam Really Happy Good Time Pased Away,5
1d175fd8-3a1f-4e83-b7aa-5cf4c7fef4c5,abdulhannanofficial7,5
f83d5c25-fdd2-4c01-9c5e-38452d60f47e,💕,5
e98c302e-87a7-4d41-855e-a9041ad627a6,I like this app,5
6093fbe1-596a-4da1-9674-d316463c8a83,Grt,5
770bdb94-7a7a-4ac2-862b-7c6cd589300b,You're constantly be reported for stuff you're not doing and they will constantly agree,1
670b5466-8168-4d45-a195-55bf0ea6fbdf,Best app in the world,5
84443c6a-b630-4df8-8de0-e35193c19822,Good,1
8ea3c24c-2a9e-4239-811a-88dea295c458,Don't download this. It is so addictive and draining,1
1bcd7b27-aa2e-442d-ae9d-f52a85f65989,It's very good app for entertainment,1
fc53fa5e-141e-4ab6-afb7-254fe778976a,Pretty cool,4
d4973fdd-4d6d-44d1-800f-cf3e0d5510a8,I love tiktok,5
609b3718-c6c9-4094-8b6a-dd9b01829b3f,Great app,5
edc7e4e4-ea40-4641-91bb-41d1560919a5,Best,5
5a4c1a9f-001f-44d3-86f5-5ac82c3835cd,Super,5
2bd94a06-0c91-4aad-9f3f-bc9cca49a4bf,Very gd,3
18c1fc67-6e79-4646-9915-afcc774b3b07,Hurdan tatah,5
b5f394ab-41aa-40b8-8f31-8cda0b9c6e16,Nice,5
451fcf10-de9c-4840-9552-1692da1744da,Tik tok is so good,5
30483429-b7fa-4b94-abf9-fa269e3566c2,Ok,5
d0783a00-2057-4015-abda-5e697a33cea8,Tiktok😍😍😍,5
7490f19d-87f1-4d0e-98ad-d845c73871d5,I love you tik tok,5
ca7d13c2-af2f-4899-9102-e75e0149b441,Very good app🎉👍😎,5
7436d62c-400a-419b-95df-c1f71697e213,বহকতলজ,1
455460e7-7e1c-4e24-98b7-543592977e9f,Cool,5
a022103b-fec6-47df-b3c9-6002ffbe5cb5,@isha,1
bf01a011-9a51-4b48-8dca-5b1471de8e82,Best,3
62d6e77b-ecbf-4a9f-8cd1-afe49423ddd8,THE GOAT,5
7391002c-f143-45ab-801a-010afa43bd62,Best app,5
33a08149-8a7b-4f42-8531-13947415f3f1,"It's a good app for everything if ur into like skits,horror/creepypastas just some of the stuff that's on here is not appropriate for kids.",4
58a97763-8f4d-4484-8942-269d54c0ac41,I love it 😍❤️👌,5
a150458d-eb73-4ddd-a464-8af8ae55a74c,Good,5
f9765e00-9874-4beb-aaae-316d63608125,Amazing,5
49e47b8a-83c0-4c7f-a583-f993433cfb3d,"I'm am obsessed with the app although I am very mad that my 6 year old brother had been on my phone going through tt and he reported to me that he had seen a girl doing inappropriate moves and she put a link to her ""pics"" in the comments section so that is what I am mad about but plz get this fixed",3
284566b4-5af1-463a-ab84-205c5d3f01ed,So lovely,5
57a9e671-e98d-4bc9-bb48-b3ac26b559d5,Nice,5
cfdf0970-9c85-417b-9500-995f323d75b8,i Love tik tok,5
e8c31240-26d0-4241-a1ab-125424a22bc9,Don't care to much,1
99d0241c-3825-4210-b0c0-2796a02b62d9,Wow,5
5b12799c-3dd6-4430-8866-906c39701818,Gender changing app,1
d0e6a4aa-a2f8-4084-bde9-c4fe3f477ed8,To be honest I loveee tick tock it's so much fun that's all I have to say <3 keep it up,5
911dfd81-b67e-41ef-a1ce-1d6be9e9e55f,Good app,1
34764d09-c64e-45ca-89f8-1d8778652b5f,YUUU,5
4abe34a7-43d3-4ebc-b530-9a5ca5439417,I am really like this app. I can creat some vdos very differently. Like it,1
9ed1bb40-8590-4089-a3cc-0734b16d0a07,Arpona mollock,1
48cb61fe-d1b0-428d-bdc6-01999a70e152,I like it but can't figure out things,5
168d042b-b837-4b2b-bc45-96848c306618,"too addictive. If you get this app, limit your use",1
e9e7b600-65e1-4c54-88a6-f1a5cb1fe891,Dancer,5
311f31fe-51e8-4672-ad4b-81d9f7b164cf,Who doesn't like/Love TikTok?!? Lol... Oh alright then...,5
8a74aab4-8c90-4de6-b498-bd823d3f5d93,Good app,5
f55aabb5-9131-475f-89cc-6558a637da8b,excellent,5
82731604-781d-481b-a099-be5cc35b45a8,Nice app,5
b66f0c3f-2d3d-46be-b175-872de9120bfb,Waqar Ali cheema,5
51809bdb-d1f4-45e1-9841-3d0cd7350930,I had a good with older ladies shut down it came back to the original app don't know why want the video I had from January to now instagram is bad to,1
a405caaf-8602-4ab0-bc51-7717ccf6d827,good,3
733572bb-7f6e-46ca-b27e-662ff1058e57,Salamat,1
c0d11d93-5398-4389-8507-db8fe16d3cde,Good,5
0ee64670-b9f6-4331-a1de-db2c108e82d4,I dought anyone will read this but be aware that tiktok kills your attention span and u will pick it up all throughout the day but think of your health delete this shity app oh and also they have acsess to every keystroke u make on all of your apps it is a foren company too just delte it while you can,1
4d292495-d74a-4006-9a42-e37a4cd30084,some makes me laugh..,5
39a2176a-14fd-4ecf-9ee4-5417e9f148ff,Excellent,5
440d7f17-2a0a-40f6-9b17-9441faa1fe49,Youtu.be is better than tiktok,1
289489a1-065a-4bd4-84ee-899d61849874,👌👌👌👌,3
0b2aa516-0f59-4627-b48d-2f05b069db0e,M A,1
93702efc-2501-4ca2-8e58-9e6114d8b5ca,nice,5
44686855-69bf-40c8-b803-f0a271445dd6,Nice,5
5706a89c-4567-4417-b6db-99cca73c379e,Good,5
cd3c097b-534b-487e-b2d8-69f7f94c4a8b,🌵🐓🦆,5
4210bb20-4b3f-493d-98e9-8321c038ed21,Mahalla ❤️,5
f3d308ce-9a00-4259-9466-fc1bcdb75961,It's terrible the new update is terrible I hate it I'm never going to watch straight talk ever again😡😤,1
86a39a69-9d87-4d42-b0cc-9488b13374d8,Good Tiki Tok,3
1b3ee0df-e253-4682-8a6e-e85ac47194c1,Great app,5
b427656b-4cb3-4f6d-a9c6-077d9aa9d4bf,Waste too much power and subpar content,2
50274f88-8f3e-4f00-b081-26bccee51eef,Very nice,5
db13a815-7708-43b7-a7b3-818216e71182,good video,4
a4b3b9f8-1faa-4f77-9e90-dcb343defcc8,normal good,1
dd1832e9-f446-436c-bb03-50c617c75062,Please viral my tiktok account,1
9a6f924d-f5fe-4000-bda1-d97c147bf130,Sorry im just not interested in cring,1
3e13dbf6-08d3-48b7-9826-12b3a6ea0c1b,My vedeo vairal plice,5
79d281f0-304f-4e50-bc75-c0bef2813d21,very good app. I happy use this app,1
6dbe8e53-f55f-4814-a6f0-061a53c3bba9,রিমুভ পরিবার পয়েন্ট,1
4e07829d-8cd1-42af-bf89-99ada67da379,Awesome,5
e313cadd-68f9-4468-b94c-9b0943428cf4,Content can be great but the app is terrible. I don't know how many times I've said I have no interest in Joe Rogan but they still surface his clips. Even after blocking every related word or sentence I can think of in the filters which don't appear to work.,2
f92ca437-07c7-4ad1-9947-2d8bf3591917,tiktok viral my account,5
509bdba0-047d-4064-b068-200e24407f82,Its so nice i love tiktok,5
b4359156-bb36-4ced-9819-ccc3f9827788,Nice,4
2e005e2d-8c7a-4e0f-a823-b21edbf536e8,This is osam app🤩🤩,5
9a5aea3b-d4db-4b57-ae8a-1b8e99095ccd,Good,5
e304804e-e1d1-4012-ae3e-934754c3b497,I like this app soooo much but i am not going viral m sure my videos are good. Viral my videos TikTok 😍😜,5
fb67b589-4115-4181-bfbc-9d350b0bc753,আমি চেলিব্রেটি হতে চাই প্লিজ ভাইয়া আপনি একটা সাবস্ক্রাইব করলে কিছু হবে না কিন্তুু আমরা একটা সাবস্ক্রাইব পেলে অনেক খুশি হই,5
eebfed4f-8564-4f3b-8b28-e02a251f8812,It's nice believe me,3
a4c863d4-39d3-46b7-bbf1-fa33a65492f1,Love this app,5
fb6a94e5-ea5a-421d-9de8-82f9fa0191af,App is agreat,1
ba3b0c79-b989-4691-9d45-faa47a148010,Tik Tok I love you two ✌✌✌✌👄👄💖💖💖💕💕💕💕💕👄👄💋💋💋💋💋💋💖💖👍👍👍👍,5
b8bbd873-06e7-4368-9e56-74872edb490b,Good,3
e03cc576-5876-4bb0-91d5-4fb38fd9f52d,I can't download it cause of play store,5
bdca3774-44dc-4c43-b442-38474af6a641,Good App,5
2771ef30-def3-4bb3-9d1d-d7f3db6cd944,Love it 😀,5
9f59ea1d-b16a-4bba-a88a-78ebec4df427,Hsizygakos,5
554a9200-4108-4b4e-9789-5bf202f6edec,Amr bdo bairal kore den,5
0fb2b53b-9027-4650-b05e-72381c34debd,It's great,5
23ccbd18-a779-44d2-b9a6-7f9d44d918a8,niche,5
d152f9f0-b16f-4c89-82bb-f0a5cf5b0f12,Supar apps,5
500f8117-8c4c-4ef8-aaa6-498a28430a0e,It's ok,3
9770e56b-3bd6-476d-adfe-0e80570fafa3,Sgde,5
25a7fd88-8b04-4b27-b8b7-75fbd07c9e6e,"Just a copy of Vine, but it's replaced with dancing.",1
fef8fb54-1f01-45c0-a5f9-143b943c2e02,Nice,5
1bd706ee-bb46-436a-a7a9-404c2a9c8524,Good Support for new User,5
861c8005-8c00-4a26-85f3-cb9589ced0a2,Why I don't have LIVE,1
a2d62154-95bc-4917-9119-0660363b38a4,Myao myao myao myao,5
5523d8bc-f45f-4b23-9b37-51bff812d98b,It's good and I am growing on Tick,5
c126e0ad-945d-41c7-a87b-6d626946fd37,ITS SO GOODDDDDD LIKE IT HELPS ME DO NICE THINGS LIKE ART,5
b7980f17-cae0-4921-8efb-4221be16a662,Exelant app,5
dccee512-7667-41ae-bb6c-f769fb728a91,Please don't forget about me plz download this app for the first I thought you said you would be a good day,5
89dedf31-4466-41c1-8a53-ccd0b2d5d0ce,It's cool you can talk to friends and I like the videos the suggest me on my fyp,5
b7197231-bd53-4dd9-a5ab-48394b5af365,I just think that TikTok is a lot of fun and you can share the fun with family and friends 💕💕💕💕💕. Thanks TikTok,5
32a44b6c-2685-4c63-b6bb-1c162ba9f06b,It's very nice app I like this app its sooo cool,5
cfd209a0-d825-4169-b32e-62c100809ad4,Baler app video sarle viral hoy na,5
71d6f68d-b7b1-433e-a090-ab7489ac13a4,Poor,1
c9f90973-c668-47dd-bd53-6122d8262e26,Idk,3
44c874fc-a0cd-4f8d-9178-0279014b703c,"I love the app but they don't let me use the effects i like, I will be very happy if you can fix this for me",4
7ca7f94d-310e-4f12-89c1-91a966352b26,nais,5
0480b477-a89a-43e7-ad30-1a93ce78b878,"Love the App. I became a Tik Tok Fan😃 Alot of interesting things I can share, add to my stories or news feed. Love it. Thanks, everything so awesome",5
9f177236-e032-4036-b286-24f31e80b701,Nothing more to say,5
1f90f3a5-c661-4cfa-9ca2-b10413cd4696,Usama shooter,5
f924d34f-361d-42e5-9fbb-6159ba26991c,🙋‍♂️,5
537e952a-e8a0-49ca-9c39-2cb491d26e2e,. My Vedio not go. too foryou🥲🥀💔,4
95c6586b-9a70-4ee6-a0af-902ca5c1e8f1,I enjoyed a lot,5
